Character,Ваш персонаж женского пола?,У него черные волосы?,Носит ли он головной убор?,Есть ли у него шрамы; татуировки или особые отметины на лице?,Носит ли он очки или повязку на глазу?,Он выглядит как ребенок?,У него явно нечеловеческая внешность?,Использует ли он меч как основное оружие?,Сражается в дальем бою?,Сражается в рукопашку?,Можеи призывать существ(фамильяров),Может исцелять себя и других?,Состоит в официальной организации(служитель закона),Является ли он преступником(пиратом разбойником),Является ли он лидером своеё группы,Персонаж из знатного рода(по праву крови)?,Этот персонаж был в 1 сезоне?,Этот персонаж мертв на текущий момент?,Сражался ли ваш персонаж против главного героя?,Является ли персонаж учителем или наставником?,Является ли он обычным человеком?,Является ли он чьим-то слугой или подчиненным?,Является ли он синигами (проводником душ)?,Является ли он квинси?,Является ли он пустым или арранкаром?,Является ли он модифицированной душой?,Является ли он материализованным духом занпакто?,Является ли он божеством (прародителем высшим существом)?,Достиг ли этот персонаж банкая?,Светлые ли у персонажа волосы (блондин; седой или белый)?,У этого персонажа неестественный цвет волос (розовый; синий; зеленый)?,Надевает ли персонаж маску на лицо (или имеет ее фрагмент) во время боя?,Связаны ли боевые способности персонажа с конкретной стихией (огонь; лед; вода)?,Использует ли персонаж в бою яд; иллюзии или контроль разума?,Является ли этот персонаж ученым или изобретателем?,Есть ли у этого персонажа брат или сестра; также участвующие в сюжете?,Предавал ли этот персонаж свою изначальную организацию (является ли перебежчиком)?,Выделяется ли персонаж огромным ростом и габаритами (значительно крупнее остальных)?
Tier Harribel,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.7,-1.0,1.0,-1.0,0.0,-0.7,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,0.7,-1.0,1.0,1.0,-1.0,-0.7,-1.0,-1.0,-0.7
Tier Harribel,1.0,-0.7,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-0.7,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,1.0,0.0,-1.0,-0.7,-1.0,-1.0
Grimmjow,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Grimmjow,-1.0,-1.0,-1.0,-0.7,-0.7,-1.0,-1.0,0.7,-0.7,-0.7,-0.7,-1.0,1.0,-0.7,1.0,-1.0,1.0,-1.0,1.0,-1.0,-0.7,-1.0,-0.7,-1.0,1.0,-0.7,-1.0,-1.0,-1.0,-0.7,1.0,0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Grimmjow,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,1.0,0.0,1.0,0.0,1.0,-0.7,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-0.7,-1.0,-1.0,-1.0,-1.0
Grimmjow,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0,0.7,-1.0,-1.0,-0.7,-1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,0.7,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7
Grimmjow,-1.0,0.0,-1.0,-1.0,-0.7,-1.0,-0.7,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-0.7,0.7,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Shawlong Koufang,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Shawlong Koufang,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7,1.0,-1.0,-0.7,0.0,0.0,1.0,-1.0,-1.0,-1.0,0.7,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Shawlong Koufang,-1.0,-1.0,-0.7,-0.7,-1.0,-1.0,0.0,0.0,-0.7,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-0.7,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7
Shawlong Koufang,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-0.7,1.0,-1.0,-1.0,-0.7,-0.7,1.0,0.0,-1.0,-0.7,1.0,1.0,-0.7,-1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
Shawlong Koufang,-0.7,-1.0,-0.7,0.0,-1.0,-1.0,-1.0,0.0,-0.7,-0.7,-1.0,-1.0,0.7,0.0,-0.7,-1.0,1.0,1.0,-0.7,-1.0,0.0,-1.0,-1.0,0.0,1.0,-1.0,-0.7,-1.0,0.0,1.0,-1.0,0.7,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
Kukkapuro,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Kukkapuro,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0,1.0,-0.7,-1.0,-0.7,-1.0,-0.7,-1.0,-0.7,-1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,1.0,-1.0,-0.7,-1.0,-1.0,-0.7,-1.0,1.0,-1.0,-0.7,-1.0,-1.0,-1.0,-1.0
Kukkapuro,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,-1.0,-1.0,-0.7,-1.0,0.0,-0.7,-1.0,-1.0,1.0,-0.7,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7
Kukkapuro,-1.0,-0.7,0.0,-1.0,-1.0,-1.0,1.0,-0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.7,-1.0,0.0,-0.7,-1.0,-1.0,0.0
Kukkapuro,-1.0,-0.7,-1.0,-0.7,-1.0,-1.0,0.7,-1.0,-0.7,-1.0,-1.0,-0.7,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.7,-1.0,-1.0,-1.0,0.0,1.0,-1.0,0.0,-1.0,-1.0,-0.7,-1.0,1.0,-1.0,0.0,0.0,-0.7,-1.0,-0.7
Tesra Lindocruz,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Tesra Lindocruz,-1.0,-0.7,-1.0,1.0,1.0,-1.0,0.0,1.0,-1.0,-1.0,-0.7,-1.0,1.0,-1.0,-1.0,-0.7,0.7,1.0,-1.0,-1.0,-0.7,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.7,1.0,-1.0,-1.0,-1.0,-0.7,0.0,-1.0
Tesra Lindocruz,-1.0,-0.7,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0
Tesra Lindocruz,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-0.7,1.0,-1.0,-1.0,-1.0,0.7,0.0,-1.0,-1.0,-0.7,-1.0,-0.7,-1.0,1.0,-1.0,-1.0,-0.7,-1.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0
Tesra Lindocruz,0.0,-1.0,-1.0,0.7,0.7,-0.7,-1.0,0.7,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.7,-0.7,-0.7,-1.0,0.7,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
Edrad Liones,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0
Edrad Liones,0.0,1.0,-1.0,-1.0,-1.0,-0.7,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.7,-1.0,-0.7,0.0,1.0,1.0,0.0,-1.0,-0.7,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7,1.0,1.0,0.0,-1.0,-0.7,-1.0,1.0
Edrad Liones,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.7,1.0,-1.0,-1.0,-0.7,-1.0,1.0,-1.0,-1.0,-0.7,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7,1.0,1.0,-1.0,-0.7,-0.7,-0.7,1.0
Edrad Liones,0.0,1.0,-1.0,-1.0,0.0,-0.7,-1.0,1.0,-0.7,0.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,1.0
Edrad Liones,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-0.7,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7,-1.0,-1.0,-1.0,-1.0,1.0,0.7,-0.7,0.0,-1.0,-0.7,1.0
Yammy Llargo,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
Yammy Llargo,-0.7,-1.0,-1.0,0.7,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,-1.0,1.0,-0.7,1.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-0.7,-1.0,-1.0,0.7,-0.7,-1.0,-1.0,-1.0,-0.7,1.0
Yammy Llargo,0.0,-0.7,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7,-0.7,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-0.7,1.0
Yammy Llargo,-1.0,-1.0,-1.0,0.7,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.7,-1.0,-0.7,-1.0,0.0,1.0
Yammy Llargo,-1.0,-1.0,-0.7,1.0,-0.7,0.0,0.0,-0.7,-1.0,1.0,-1.0,-1.0,0.7,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.7,-1.0,1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-0.7,-1.0,-1.0,0.0,1.0
Baraggan,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0
Baraggan,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,0.7,-1.0,0.0,-1.0,0.7,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,0.7,-1.0,0.7,-1.0,0.7,-1.0,-1.0,-0.7,1.0
Baraggan,0.0,0.0,-1.0,-1.0,-1.0,-0.7,1.0,0.7,-1.0,-1.0,-1.0,-0.7,1.0,0.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-0.7,0.0,-1.0,-0.7,1.0,-1.0,-1.0,-1.0,-0.7,0.0,-1.0,1.0,-1.0,0.7,-1.0,-0.7,-1.0,1.0
Baraggan,-1.0,-0.7,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-0.7,1.0,-0.7,-1.0,-1.0,-1.0,1.0,-0.7,1.0,-1.0,1.0,-1.0,-1.0,0.0,0.0
Baraggan,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.7,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.7,0.0,0.0,-1.0,1.0,-1.0,1.0,-0.7,0.7,-1.0,-1.0,-0.7,1.0
Lumina and Verona,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
Lumina and Verona,0.0,-1.0,-1.0,-1.0,-1.0,1.0,0.7,-1.0,0.0,0.7,-1.0,-1.0,1.0,-0.7,-1.0,-1.0,1.0,1.0,-0.7,0.0,0.0,-1.0,-1.0,-0.7,0.7,-1.0,-0.7,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.7,-1.0,-1.0
Lumina and Verona,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.7,-1.0,-1.0,0.7,-1.0,-1.0,1.0,-0.7,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.7,-1.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.7,-1.0,-1.0,-1.0,0.7,-1.0,-1.0
Lumina and Verona,-0.7,-0.7,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,0.0,1.0,-1.0,0.0,-1.0,1.0,0.7,-0.7,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-0.7,-1.0,0.0,1.0,-1.0,-1.0,-0.7,1.0,-1.0,-0.7
Lumina and Verona,-1.0,-1.0,-1.0,-1.0,-0.7,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.7,1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,-0.7,1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7,-1.0,1.0,-1.0,-1.0
Gantenbainne,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Gantenbainne,-1.0,-1.0,-1.0,-1.0,0.7,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.7,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.7,-1.0,-1.0,-0.7
Gantenbainne,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1.0,-0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7,1.0,-0.7,0.0,-1.0,-1.0,-1.0,-1.0,0.7,-1.0,-0.7,-1.0,-0.7,-1.0,-1.0
Gantenbainne,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.7,0.0,1.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7,-1.0,-1.0,-0.7,-1.0,0.0,1.0,-1.0,-0.7,-1.0,-1.0,-0.7,-1.0,1.0,-1.0,-1.0,-1.0,-0.7,-1.0,-1.0
Gantenbainne,-0.7,-0.7,-1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,1.0,-1.0,-0.7,0.0,-0.7,-1.0,-1.0,0.0,-0.7,0.0,-1.0,-0.7,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.7,0.0,-1.0,-0.7
Menoly Mallia,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Menoly Mallia,1.0,-1.0,-1.0,-0.7,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.7,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0
Menoly Mallia,0.7,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.7,0.0,1.0,-1.0,-1.0,-0.7,-1.0,-1.0,-0.7,1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
Menoly Mallia,0.7,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-0.7,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.7,1.0,-1.0,-1.0,0.0,-0.7,-1.0,-1.0,0.7,0.0,-1.0,0.0,-1.0,1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-0.7
Menoly Mallia,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,-0.7,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,0.7,0.7,-1.0,-1.0,-1.0,-0.7,-1.0,-0.7,1.0,-0.7,-1.0,-1.0,-1.0,1.0,-1.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,-0.7
Wonderweiss Margela,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Wonderweiss Margela,-1.0,-1.0,0.0,-1.0,-1.0,1.0,-0.7,1.0,-0.7,-1.0,-1.0,0.0,1.0,-1.0,0.0,-1.0,0.0,1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
Wonderweiss Margela,-1.0,-0.7,0.0,-1.0,-1.0,1.0,-1.0,1.0,0.0,-0.7,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,-1.0,-0.7,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Wonderweiss Margela,-1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,1.0,-0.7,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Wonderweiss Margela,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,-0.7,0.0,0.0,-1.0,0.7,0.0,-1.0,-1.0,1.0,1.0,-1.0,-0.7,-0.7,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,-1.0,-0.7,-1.0,-1.0,-1.0,-1.0
Medazeppi,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
Medazeppi,-1.0,-1.0,0.7,0.0,-1.0,-1.0,1.0,-1.0,-1.0,0.7,-1.0,-0.7,1.0,-1.0,-1.0,0.0,1.0,0.7,-0.7,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,-0.7,-0.7,-1.0,-1.0,-1.0,1.0,-0.7,-0.7,-1.0,-1.0,0.0,0.7
Medazeppi,0.0,-0.7,1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,0.0,1.0,-1.0,-0.7,-1.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,-0.7,-1.0,1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
Medazeppi,0.0,0.0,1.0,-1.0,-0.7,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-0.7,1.0,-0.7,-1.0,0.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-0.7,1.0,0.0,-1.0,-0.7,-1.0,-1.0,-0.7,1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0
Medazeppi,-1.0,-0.7,0.0,-1.0,-0.7,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,-0.7,-1.0,-1.0,1.0,1.0,-1.0,-0.7,-0.7,-1.0,-1.0,-1.0,1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,-0.7,1.0
Nelliel,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Nelliel,1.0,-1.0,0.7,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0,-1.0,0.7,-1.0,-1.0,-1.0,0.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7
Nelliel,1.0,-1.0,0.7,1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.7,-1.0,-0.7,-0.7,0.7,-1.0,1.0,-1.0,-1.0,-1.0,-0.7,-1.0,0.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,1.0,-0.7,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Nelliel,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-0.7,-1.0,-0.7,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,0.0,-0.7,-1.0,-1.0,-1.0
Nelliel,1.0,0.0,1.0,0.7,0.0,-1.0,-1.0,1.0,-0.7,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,-0.7,-1.0,-1.0,-1.0,-0.7,1.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Roka Paramia,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Roka Paramia,1.0,0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0,-1.0,0.7,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7,-1.0,-1.0,-0.7,-0.7,-0.7,-1.0,1.0,-1.0,0.0,-1.0,-0.7,-1.0,-1.0
Roka Paramia,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.7,-1.0,-1.0,-1.0,-1.0,1.0,0.7,-1.0,-1.0,-1.0,0.7,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.7,-1.0,-1.0,-0.7,-1.0,-1.0,-1.0,1.0,-0.7,-0.7,-1.0,-1.0,-1.0,0.0
